12.694114,18.325440,13.241822
12.809448,11.432101,13.172834
15.360678,10.515093,16.936333
17.974848,12.806799,16.516372
18.891544,9.787253,16.317025
15.337278,8.054633,15.428528
15.245660,9.187445,13.174817
13.884708,8.278319,14.156835
12.401741,21.373142,15.675607
11.557339,9.609916,16.432492
14.967075,21.091039,16.676138
17.580060,18.190261,13.212442
8.440958,13.173458,14.146244
10.836464,11.327038,16.922290
18.580812,14.932501,13.590138
8.476137,16.916013,14.126991
16.158939,19.423546,13.046148
21.977527,14.555288,14.817812
11.956409,14.141709,15.789202
16.737733,8.982584,16.550502
21.783242,16.207682,15.654398
19.333065,17.162545,13.006193
21.462314,15.895740,13.704961
16.271245,12.041165,15.912639
21.255251,14.608720,16.547095
14.578287,18.553982,13.592692
8.166870,14.062431,15.633099
11.629305,12.901930,13.285424
12.058845,15.755310,14.619179
21.128170,17.751407,13.975198
17.832850,12.636187,13.489148
8.678544,17.717057,15.680583
9.336871,16.411427,16.816726
14.397065,10.662786,13.098879
15.227486,11.887711,14.316023
10.725418,15.185686,16.865369
19.665375,16.205491,16.991757
8.650274,15.049097,13.524287
14.281146,11.851779,15.929752
15.012805,21.031300,13.286410
11.191685,10.790886,13.117800
21.502351,12.883171,14.212046
17.432659,10.944386,16.981589
14.034919,21.933132,14.990658
10.640464,20.471300,15.130136
11.798460,8.801231,14.695719
16.367722,10.993853,13.152841
18.158252,15.599202,15.901286
19.308088,18.490303,16.924444
9.928412,10.411103,15.784971
11.492701,19.613547,16.835057
17.825501,13.982587,14.888767
20.494530,11.337792,13.804216
9.358566,18.955752,14.346205
18.584831,20.913009,14.422525
12.477033,12.038195,16.664177
13.064549,12.643192,14.557021
9.080903,12.622304,16.448758
13.264623,10.330983,16.999911
19.516236,11.815727,16.929609
13.353880,20.115314,13.035214
10.741594,17.830195,16.996798
8.882469,11.597829,14.982694
19.284366,19.136511,13.242941
19.636973,13.767538,16.989769
15.869690,21.935874,15.197884
21.182130,12.664935,16.188686
12.786607,9.515832,13.221058
19.658194,12.887304,13.003304
13.322184,20.214088,16.942190
9.810437,13.569297,13.037047
17.654656,16.639410,14.317448
20.444466,10.773254,15.646653
17.237767,21.169810,16.247698
11.566411,16.866670,13.324302
10.389430,9.897214,14.309967
14.525159,8.929486,16.677484
10.784954,13.238676,16.952841
11.917971,20.947942,13.944860
20.405068,19.439756,14.854855
9.892413,17.567825,13.132843
16.462363,8.367956,14.110594
16.860608,21.247069,13.698124
9.667316,11.755476,13.432499
10.948973,19.269205,13.206618
17.728686,17.429626,16.478923
12.091743,16.735776,16.182289
18.963792,20.281047,16.195838
19.423493,9.753254,14.271559
8.099535,15.836703,15.439970
20.425887,14.591118,13.049287
10.958644,15.029764,13.244662
13.056222,8.495850,15.895355
13.185118,18.275665,16.557099
17.513157,9.594265,13.246213
9.764322,19.163122,16.070971
16.547554,19.331969,16.959611
18.010825,8.681408,15.054321
18.713025,11.066710,13.042268
21.069756,17.955287,15.966482
