11.975224,20.990390,13.963966
9.052240,13.200120,13.410696
16.366466,8.885753,16.549054
20.682021,13.168941,16.749157
18.716361,11.120128,16.964987
13.890228,9.441468,16.885063
17.608428,13.325993,14.377369
12.724529,8.673425,13.985064
12.818613,20.849279,16.566990
11.615136,9.101362,15.870072
14.733271,21.986218,15.186256
16.113137,18.744005,13.325751
14.230012,12.062765,14.619733
8.990964,11.420847,15.152185
20.536087,14.850155,13.073752
9.037627,17.930289,13.860346
18.264842,21.190691,15.067919
21.437163,12.281706,14.777398
12.003498,15.152724,15.039562
15.814284,8.246393,14.133440
21.019239,16.723662,16.552240
18.926973,19.691156,13.341562
20.288718,19.341467,15.778103
16.523088,11.611728,16.532454
21.998514,15.009769,15.076910
15.013515,18.023199,15.303936
8.453280,17.287204,15.506674
10.418288,10.280583,13.770716
11.288180,16.298964,13.308686
21.188253,17.483417,13.896427
19.835904,12.335293,13.069179
10.210478,18.225173,16.844080
13.133968,17.851293,16.210107
16.521858,10.999559,13.134042
11.827791,12.828241,13.367640
8.029689,14.483669,14.794440
17.870616,17.694822,16.694319
8.154029,14.748358,15.758486
13.077161,11.925589,16.453502
15.583606,21.569204,13.793464
13.957075,10.105684,13.000004
19.713107,9.865885,15.348526
18.672579,14.651858,16.510428
12.645267,18.899316,13.050099
10.163936,20.060869,15.005031
10.457263,11.900855,16.936699
18.239230,9.919924,13.282584
18.096576,16.403403,13.800329
16.495270,20.321151,16.929251
10.817887,14.786694,16.827546
